best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.048283145162794326,0.13264130684191905,0.9847221970558167,0.9597780704498291,0.0010000000474974513,18
