val_loss,val_accuracy,loss,accuracy,lr
0.5798779726028442,0.699999988079071,0.8710784316062927,0.38749998807907104,0.0010000000474974513
0.5610836744308472,0.699999988079071,0.42554024457931516,0.7749999761581421,0.0010000000474974513
0.5324476361274719,0.699999988079071,0.31558799743652344,0.887499988079071,0.0010000000474974513
0.5099805593490601,0.699999988079071,0.23956788331270218,0.9624999761581421,0.0010000000474974513
0.45772773027420044,0.699999988079071,0.19464672803878785,0.949999988079071,0.0010000000474974513
0.4595966935157776,0.75,0.19686079919338226,0.8999999761581421,0.0010000000474974513
0.5612831711769104,0.75,0.13828733712434768,0.9375,0.0010000000474974513
0.4949789047241211,0.75,0.20178599357604982,0.925000011920929,0.0010000000474974513
0.4057045876979828,0.75,0.11718370318412781,0.949999988079071,0.0010000000474974513
0.3987380862236023,0.75,0.10311807096004486,0.9750000238418579,0.0010000000474974513
0.4187518060207367,0.949999988079071,0.1286915123462677,0.9624999761581421,0.0010000000474974513
0.5124168992042542,0.8999999761581421,0.07138140052556992,0.987500011920929,0.0010000000474974513
0.6330140829086304,0.44999998807907104,0.11593296527862548,0.925000011920929,0.0010000000474974513
0.7017173767089844,0.3499999940395355,0.07147135138511658,0.987500011920929,0.0010000000474974513
0.7170497179031372,0.3499999940395355,0.08384636640548707,0.9750000238418579,0.0010000000474974513
0.828372597694397,0.30000001192092896,0.04276157394051552,0.987500011920929,0.0010000000474974513
1.0100818872451782,0.30000001192092896,0.05436345636844635,1.0,0.0010000000474974513
1.1550664901733398,0.30000001192092896,0.04729487895965576,1.0,0.0010000000474974513
1.2496305704116821,0.30000001192092896,0.02510160207748413,1.0,0.0010000000474974513
1.3133602142333984,0.30000001192092896,0.033791670203208925,1.0,0.0010000000474974513
1.3668403625488281,0.30000001192092896,0.020928820967674254,1.0,0.0010000000474974513
1.3123514652252197,0.30000001192092896,0.02144707404077053,1.0,0.0010000000474974513
1.2216079235076904,0.30000001192092896,0.02421233206987381,1.0,0.0010000000474974513
1.159201979637146,0.30000001192092896,0.01630032891407609,1.0,0.0010000000474974513
1.244889497756958,0.30000001192092896,0.010177742131054402,1.0,0.0010000000474974513
1.4522285461425781,0.30000001192092896,0.015329521149396896,1.0,0.0010000000474974513
1.8056020736694336,0.30000001192092896,0.014054462313652039,1.0,0.0010000000474974513
2.255692481994629,0.30000001192092896,0.006251844018697739,1.0,0.0010000000474974513
2.1131064891815186,0.30000001192092896,0.04099683314561844,0.9750000238418579,0.0010000000474974513
1.9054542779922485,0.30000001192092896,0.012665122002363204,1.0,0.0010000000474974513
1.8653614521026611,0.30000001192092896,0.025847093760967256,1.0,0.0010000000474974513
1.940942406654358,0.30000001192092896,0.01169635569676757,1.0,0.0010000000474974513
2.089390993118286,0.30000001192092896,0.011214341968297958,1.0,0.0010000000474974513
2.24743914604187,0.30000001192092896,0.016517384722828866,1.0,0.0010000000474974513
2.70866060256958,0.30000001192092896,0.048493558168411256,0.987500011920929,0.0010000000474974513
3.1421451568603516,0.30000001192092896,0.012779554724693299,1.0,0.0010000000474974513
3.3510260581970215,0.30000001192092896,0.010806508921086788,1.0,0.0010000000474974513
2.8136072158813477,0.30000001192092896,0.03665587604045868,1.0,0.0010000000474974513
1.9244136810302734,0.30000001192092896,0.007730796560645103,1.0,0.0010000000474974513
1.5352632999420166,0.30000001192092896,0.03490932509303093,0.987500011920929,0.0010000000474974513
1.5951303243637085,0.30000001192092896,0.03333655726164579,0.987500011920929,0.0010000000474974513
1.8827922344207764,0.30000001192092896,0.029167679138481617,1.0,0.0010000000474974513
2.190765857696533,0.30000001192092896,0.02343818247318268,1.0,0.0010000000474974513
2.3727991580963135,0.30000001192092896,0.016801248118281365,1.0,0.0010000000474974513
2.522614002227783,0.30000001192092896,0.008676674775779247,1.0,0.0010000000474974513
2.644911289215088,0.30000001192092896,0.012385721504688262,1.0,0.0010000000474974513
2.7570042610168457,0.30000001192092896,0.004671814478933811,1.0,0.0010000000474974513
2.8464713096618652,0.30000001192092896,0.008691433817148209,1.0,0.0010000000474974513
2.9446895122528076,0.30000001192092896,0.0060429397970438005,1.0,0.0010000000474974513
3.040465831756592,0.30000001192092896,0.002899344265460968,1.0,0.0010000000474974513
3.6577072143554688,0.30000001192092896,0.02349064890295267,1.0,0.0010000000474974513
4.654278755187988,0.30000001192092896,0.020947447791695595,0.987500011920929,0.0010000000474974513
5.0978193283081055,0.30000001192092896,0.04099576529115438,0.987500011920929,0.0010000000474974513
4.981446266174316,0.30000001192092896,0.014250784739851951,1.0,0.0010000000474974513
4.591683387756348,0.30000001192092896,0.020025542378425597,1.0,0.0010000000474974513
4.299951076507568,0.30000001192092896,0.012113198637962341,1.0,0.0010000000474974513
4.062246799468994,0.30000001192092896,0.009390430524945259,1.0,0.0010000000474974513
3.8762214183807373,0.30000001192092896,0.0072834623977541925,1.0,0.0010000000474974513
3.7480101585388184,0.30000001192092896,0.007797214947640896,1.0,0.0010000000474974513
3.6427643299102783,0.30000001192092896,0.005769467540085315,1.0,0.0010000000474974513
